1649369408.56	750	4	0.014	450283	1	-0.06020000000000003
1649369408.65	4300	7.905094	0.0	2123065	19	0.75
1649369408.72	4300	11.834142	0.0	2177073	10	4.3
1649369408.8	4300	15.756375	0.0	2160877	16	4.3
1649369408.88	4300	19.683737	0.0	2233056	4	4.3
1649369408.95	4300	23.609253	0.0	1941625	7	4.3
1649369409.04	4300	27.52151	0.0	2157535	4	4.3
1649369409.13	4300	31.432143	0.0	2290172	9	4.3
1649369409.19	4300	35.366509	0.0	2055469	7	4.3
1649369409.27	4300	39.2904	0.0	2169201	6	4.3
1649369409.33	4300	43.225626	0.0	2173522	4	4.3
1649369409.4	4300	47.164666	0.0	2102452	4	4.3
1649369409.49	4300	51.084271	0.0	2209463	7	4.3
1649369409.57	4300	55.084271	0.0	2275376	5	4.3
1649369409.63	4300	59.084271	0.0	2005399	3	4.3
1649369415.4	4300	59.829749	0.0	2152483	4	4.3
1649369419.51	4300	59.574528	0.0	2289689	4	4.3
1649369423.6	4300	59.570761	0.0	2059512	4	4.3
1649369427.7	4300	59.567279	0.0	2220726	5	4.3
1649369431.28	4300	59.805916	0.0	2156729	5	4.3
1649369435.36	4300	59.802895	0.0	2039773	5	4.3
1649369439.42	4300	59.799782	0.0	2176469	4	4.3
1649369443.51	4300	59.796372	0.0	2221506	4	4.3
1649369447.09	4300	59.999205	0.0	2044075	4	4.3
1649369451.19	4300	59.995526	0.0	2186790	4	4.3
1649369455.29	4300	59.992538	0.0	2105231	4	4.3
1649369459.38	4300	59.712083	0.0	2395588	3	4.3
1649369463.5	4300	59.70869	0.0	1972048	6	4.3
1649369467.59	4300	59.705194	0.0	2134614	4	4.3
1649369471.17	4300	59.927747	0.0	2164140	4	4.3
