1649364112.43	750	4	0.037	450283	6	-0.15910000000000002
1649364113.91	4300	6.827162	0.0	2123065	193	0.75
1649364114.17	4300	10.827162	0.0	2177073	163	4.3
1649364114.61	4300	14.827162	0.0	2160877	321	4.3
1649364114.92	4300	18.827162	0.0	2233056	244	4.3
1649364115.29	4300	22.827162	0.0	1941625	305	4.3
1649364115.61	1850	26.827162	0.0	905515	135	-0.6000000000000001
1649364115.8	1850	30.827162	0.0	1060487	122	1.85
1649364116.06	4300	34.827162	0.0	2055469	206	1.8499999999999996
1649364116.32	4300	38.827162	0.0	2169201	187	4.3
1649364116.55	4300	42.827162	0.0	2173522	159	4.3
1649364116.63	4300	46.827162	0.0	2102452	35	4.3
1649364116.96	4300	50.827162	0.0	2209463	255	4.3
1649364117.04	4300	54.827162	0.0	2275376	23	4.3
1649364117.12	4300	58.827162	0.0	2005399	21	4.3
1649364121.85	4300	59.824642	0.0	2152483	23	4.3
1649364126.08	4300	59.821802	0.0	2289689	53	4.3
1649364130.28	4300	59.568937	0.0	2059512	158	4.3
1649364134.04	4300	59.816136	0.0	2220726	77	4.3
1649364137.98	4300	59.813433	0.0	2156729	341	4.3
1649364142.04	1850	59.810513	0.0	891604	9	-0.6000000000000001
1649364146.14	4300	59.556805	0.0	2176469	44	1.8499999999999996
1649364150.24	4300	59.553169	0.0	2221506	38	4.3
1649364154.33	4300	59.549291	0.0	2044075	20	4.3
1649364158.1	4300	59.795107	0.0	2186790	1211	4.3
1649364162.2	4300	59.539943	0.0	2105231	33	4.3
1649364166.07	4300	59.731827	0.0	2395588	99	4.3
1649364170.17	4300	59.728462	0.0	1972048	428	4.3
1649364173.79	4300	59.974481	0.0	2134614	72	4.3
1649364177.78	4300	59.970875	0.0	2164140	411	4.3
1649364181.92	4300	59.967303	0.0	2113193	811	4.3
1649364185.85	4300	59.963842	0.0	2147852	845	4.3
1649364189.96	1850	59.710252	0.0	885062	9	-0.6000000000000001
1649364194.18	4300	59.706634	0.0	2286761	630	1.8499999999999996
1649364197.79	4300	59.953636	0.0	2307787	510	4.3
1649364202.04	4300	59.699781	0.0	2143948	122	4.3
1649364205.9	4300	59.945913	0.0	1919781	243	4.3
1649364209.89	4300	59.941675	0.0	2147467	46	4.3
1649364213.98	4300	59.687585	0.0	2133870	19	4.3
1649364218.17	4300	59.684212	0.0	2146120	414	4.3
1649364221.92	4300	59.929204	0.0	2108491	24	4.3
1649364226.05	4300	59.67505	0.0	2184571	55	4.3
1649364229.86	4300	59.919928	0.0	2121928	113	4.3
1649364234.18	4300	59.665887	0.0	2219102	548	4.3
1649364237.95	1850	59.911823	0.0	958994	185	-0.6000000000000001
1649364242.08	4300	59.657876	0.0	2246506	34	1.8499999999999996
1649364246.01	4300	59.904437	0.0	1961140	383	4.3
1649364249.95	4300	59.881133	0.0	2155012	871	4.3
1649364251.78	4300	59.809421	0.0	1433658	268	4.3

1649364252.14	750	4	0.056	668286	10	-0.24080000000000001
1649364252.18	4300	7.969305	0.0	2123065	2	0.75
1649364252.19	4300	11.952679	0.0	2177073	2	4.3
1649364252.21	4300	15.93309	0.0	2160877	4	4.3
1649364252.23	4300	19.914404	0.0	2233056	2	4.3
1649364252.25	4300	23.897637	0.0	1941625	2	4.3
1649364252.35	4300	27.799461	0.0	2157535	21	4.3
1649364252.41	4300	31.736499	0.0	2290172	23	4.3
1649364252.46	1850	35.686982	0.0	852833	7	-0.6000000000000001
1649364252.48	4300	39.666189	0.0	2169201	3	1.8499999999999996
1649364252.5	4300	43.646756	0.0	2173522	3	4.3
1649364252.52	4300	47.629052	0.0	2102452	2	4.3
1649364252.54	4300	51.610023	0.0	2209463	2	4.3
1649364252.56	4300	55.591139	0.0	2275376	1	4.3
1649364252.57	4300	59.573346	0.0	2005399	2	4.3
1649364256.61	4300	59.734675	0.0	2152483	2	4.3
1649364260.66	4300	59.731072	0.0	2289689	8	4.3
1649364264.21	4300	59.964736	0.0	2059512	7	4.3
1649364268.27	4300	59.960778	0.0	2220726	9	4.3
1649364272.33	4300	59.957191	0.0	2156729	7	4.3
1649364276.33	4300	59.953399	0.0	2039773	412	4.3
1649364280.69	1850	59.699416	0.0	955231	263	-0.6000000000000001
1649364284.34	1850	59.937662	0.0	968026	8	1.85
1649364288.4	4300	59.933146	0.0	2044075	7	1.8499999999999996
1649364292.46	4300	59.928643	0.0	2186790	6	4.3
1649364296.52	4300	59.66938	0.0	2105231	9	4.3
1649364300.58	4300	59.66543	0.0	2395588	8	4.3
1649364304.61	4300	59.661363	0.0	1972048	2	4.3
1649364308.67	4300	59.657573	0.0	2134614	7	4.3
1649364312.72	4300	59.654359	0.0	2164140	7	4.3
1649364316.27	4300	59.900871	0.0	2113193	5	4.3
1649364320.32	4300	59.896724	0.0	2147852	7	4.3
1649364324.42	4300	59.838168	0.0	2191074	149	4.3
1649364328.62	1850	59.585158	0.0	1035329	605	-0.6000000000000001
1649364332.52	1850	59.831122	0.0	1026056	837	1.85
1649364336.57	4300	59.827282	0.0	2143948	3	1.8499999999999996
1649364340.62	4300	59.556607	0.0	1919781	7	4.3
1649364344.68	4300	59.552481	0.0	2147467	9	4.3
1649364348.72	4300	59.549036	0.0	2133870	3	4.3
1649364352.76	4300	59.545105	0.0	2146120	3	4.3
1649364356.79	4300	59.541338	0.0	2108491	2	4.3
1649364360.85	4300	59.537594	0.0	2184571	10	4.3
1649364364.4	4300	59.774171	0.0	2121928	8	4.3
1649364368.45	4300	59.770543	0.0	2219102	6	4.3
1649364372.69	4300	59.515795	0.0	2124950	177	4.3
1649364376.74	4300	59.511568	0.0	2246506	6	4.3
1649364380.8	4300	59.507864	0.0	1961140	9	4.3
1649364384.86	4300	59.504006	0.0	2155012	8	4.3
1649364385.9	4300	59.931763	0.0	1433658	5	4.3

1649364386.02	750	4	0.011	668286	1	-0.04730000000000001
1649364386.05	4300	7.970876	0.0	2123065	3	0.75
1649364386.07	4300	11.9531	0.0	2177073	3	4.3
1649364386.09	4300	15.93402	0.0	2160877	3	4.3
1649364386.11	4300	19.91441	0.0	2233056	3	4.3
1649364386.13	4300	23.897022	0.0	1941625	1	4.3
1649364386.15	4300	27.878122	0.0	2157535	2	4.3
1649364386.17	4300	31.858785	0.0	2290172	2	4.3
1649364386.18	4300	35.840372	0.0	2055469	2	4.3
1649364386.2	4300	39.821917	0.0	2169201	2	4.3
1649364386.22	4300	43.802364	0.0	2173522	2	4.3
1649364386.24	4300	47.784163	0.0	2102452	2	4.3
1649364386.26	4300	51.766006	0.0	2209463	3	4.3
1649364386.28	4300	55.747476	0.0	2275376	3	4.3
1649364386.32	4300	59.705237	0.0	2005399	4	4.3
1649364390.35	4300	59.711862	0.0	2152483	2	4.3
1649364394.41	4300	59.708641	0.0	2289689	9	4.3
1649364398.47	4300	59.705906	0.0	2059512	8	4.3
1649364402.53	4300	59.703301	0.0	2220726	7	4.3
1649364406.59	4300	59.699159	0.0	2156729	9	4.3
1649364410.14	4300	59.94493	0.0	2039773	7	4.3
1649364414.17	4300	59.940809	0.0	2176469	3	4.3
1649364418.21	4300	59.937054	0.0	2221506	2	4.3
1649364422.27	4300	59.932416	0.0	2044075	8	4.3
1649364426.32	4300	59.92888	0.0	2186790	8	4.3
1649364430.38	4300	59.674767	0.0	2105231	9	4.3
